Counting,Vehicle type,Aust Postcode,Fuel type,Count
Vehicle Level,Light Commercial Vehicles,5260,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5260,Diesel,244
Vehicle Level,Light Commercial Vehicles,5260,Electric,0
Vehicle Level,Light Commercial Vehicles,5260,Petrol,143
Vehicle Level,Light Commercial Vehicles,5260,LPG/Dual fuel,3
Vehicle Level,Light Commercial Vehicles,5260,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5260,Total,383
Vehicle Level,Light Commercial Vehicles,5261,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5261,Diesel,156
Vehicle Level,Light Commercial Vehicles,5261,Electric,0
Vehicle Level,Light Commercial Vehicles,5261,Petrol,41
Vehicle Level,Light Commercial Vehicles,5261,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5261,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5261,Total,192
Vehicle Level,Light Commercial Vehicles,5262,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5262,Diesel,218
Vehicle Level,Light Commercial Vehicles,5262,Electric,0
Vehicle Level,Light Commercial Vehicles,5262,Petrol,40
Vehicle Level,Light Commercial Vehicles,5262,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5262,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5262,Total,260
Vehicle Level,Light Commercial Vehicles,5263,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5263,Diesel,97
Vehicle Level,Light Commercial Vehicles,5263,Electric,0
Vehicle Level,Light Commercial Vehicles,5263,Petrol,35
Vehicle Level,Light Commercial Vehicles,5263,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5263,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5263,Total,132
Vehicle Level,Light Commercial Vehicles,5264,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5264,Diesel,392
Vehicle Level,Light Commercial Vehicles,5264,Electric,0
Vehicle Level,Light Commercial Vehicles,5264,Petrol,106
Vehicle Level,Light Commercial Vehicles,5264,LPG/Dual fuel,3
Vehicle Level,Light Commercial Vehicles,5264,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5264,Total,504
Vehicle Level,Light Commercial Vehicles,5265,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5265,Diesel,131
Vehicle Level,Light Commercial Vehicles,5265,Electric,0
Vehicle Level,Light Commercial Vehicles,5265,Petrol,33
Vehicle Level,Light Commercial Vehicles,5265,LPG/Dual fuel,3
Vehicle Level,Light Commercial Vehicles,5265,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5265,Total,164
Vehicle Level,Light Commercial Vehicles,5266,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5266,Diesel,235
Vehicle Level,Light Commercial Vehicles,5266,Electric,0
Vehicle Level,Light Commercial Vehicles,5266,Petrol,34
Vehicle Level,Light Commercial Vehicles,5266,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5266,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5266,Total,270
Vehicle Level,Light Commercial Vehicles,5267,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5267,Diesel,640
Vehicle Level,Light Commercial Vehicles,5267,Electric,0
Vehicle Level,Light Commercial Vehicles,5267,Petrol,133
Vehicle Level,Light Commercial Vehicles,5267,LPG/Dual fuel,3
Vehicle Level,Light Commercial Vehicles,5267,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5267,Total,775
Vehicle Level,Light Commercial Vehicles,5268,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5268,Diesel,907
Vehicle Level,Light Commercial Vehicles,5268,Electric,0
Vehicle Level,Light Commercial Vehicles,5268,Petrol,217
Vehicle Level,Light Commercial Vehicles,5268,LPG/Dual fuel,4
Vehicle Level,Light Commercial Vehicles,5268,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5268,Total,1128
Vehicle Level,Light Commercial Vehicles,5269,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5269,Diesel,83
Vehicle Level,Light Commercial Vehicles,5269,Electric,0
Vehicle Level,Light Commercial Vehicles,5269,Petrol,23
Vehicle Level,Light Commercial Vehicles,5269,LPG/Dual fuel,3
Vehicle Level,Light Commercial Vehicles,5269,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5269,Total,105
Vehicle Level,Light Commercial Vehicles,5270,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5270,Diesel,223
Vehicle Level,Light Commercial Vehicles,5270,Electric,0
Vehicle Level,Light Commercial Vehicles,5270,Petrol,47
Vehicle Level,Light Commercial Vehicles,5270,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5270,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5270,Total,267
Vehicle Level,Light Commercial Vehicles,5271,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5271,Diesel,1933
Vehicle Level,Light Commercial Vehicles,5271,Electric,0
Vehicle Level,Light Commercial Vehicles,5271,Petrol,536
Vehicle Level,Light Commercial Vehicles,5271,LPG/Dual fuel,9
Vehicle Level,Light Commercial Vehicles,5271,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5271,Total,2487
Vehicle Level,Light Commercial Vehicles,5272,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5272,Diesel,357
Vehicle Level,Light Commercial Vehicles,5272,Electric,0
Vehicle Level,Light Commercial Vehicles,5272,Petrol,98
Vehicle Level,Light Commercial Vehicles,5272,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5272,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5272,Total,461
Vehicle Level,Light Commercial Vehicles,5273,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5273,Diesel,72
Vehicle Level,Light Commercial Vehicles,5273,Electric,0
Vehicle Level,Light Commercial Vehicles,5273,Petrol,5
Vehicle Level,Light Commercial Vehicles,5273,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5273,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5273,Total,76
Vehicle Level,Light Commercial Vehicles,5275,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5275,Diesel,813
Vehicle Level,Light Commercial Vehicles,5275,Electric,0
Vehicle Level,Light Commercial Vehicles,5275,Petrol,200
Vehicle Level,Light Commercial Vehicles,5275,LPG/Dual fuel,8
Vehicle Level,Light Commercial Vehicles,5275,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5275,Total,1015
Vehicle Level,Light Commercial Vehicles,5276,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5276,Diesel,407
Vehicle Level,Light Commercial Vehicles,5276,Electric,0
Vehicle Level,Light Commercial Vehicles,5276,Petrol,114
Vehicle Level,Light Commercial Vehicles,5276,LPG/Dual fuel,3
Vehicle Level,Light Commercial Vehicles,5276,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5276,Total,522
Vehicle Level,Light Commercial Vehicles,5277,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5277,Diesel,804
Vehicle Level,Light Commercial Vehicles,5277,Electric,0
Vehicle Level,Light Commercial Vehicles,5277,Petrol,230
Vehicle Level,Light Commercial Vehicles,5277,LPG/Dual fuel,11
Vehicle Level,Light Commercial Vehicles,5277,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5277,Total,1048
Vehicle Level,Light Commercial Vehicles,5278,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5278,Diesel,179
Vehicle Level,Light Commercial Vehicles,5278,Electric,0
Vehicle Level,Light Commercial Vehicles,5278,Petrol,47
Vehicle Level,Light Commercial Vehicles,5278,LPG/Dual fuel,3
Vehicle Level,Light Commercial Vehicles,5278,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5278,Total,227
Vehicle Level,Light Commercial Vehicles,5279,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5279,Diesel,110
Vehicle Level,Light Commercial Vehicles,5279,Electric,0
Vehicle Level,Light Commercial Vehicles,5279,Petrol,36
Vehicle Level,Light Commercial Vehicles,5279,LPG/Dual fuel,3
Vehicle Level,Light Commercial Vehicles,5279,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5279,Total,148
Vehicle Level,Light Commercial Vehicles,5280,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5280,Diesel,1829
Vehicle Level,Light Commercial Vehicles,5280,Electric,0
Vehicle Level,Light Commercial Vehicles,5280,Petrol,596
Vehicle Level,Light Commercial Vehicles,5280,LPG/Dual fuel,20
Vehicle Level,Light Commercial Vehicles,5280,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5280,Total,2452
Vehicle Level,Light Commercial Vehicles,5290,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5290,Diesel,3654
Vehicle Level,Light Commercial Vehicles,5290,Electric,0
Vehicle Level,Light Commercial Vehicles,5290,Petrol,1515
Vehicle Level,Light Commercial Vehicles,5290,LPG/Dual fuel,53
Vehicle Level,Light Commercial Vehicles,5290,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5290,Total,5219
Vehicle Level,Light Commercial Vehicles,5291,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5291,Diesel,2411
Vehicle Level,Light Commercial Vehicles,5291,Electric,0
Vehicle Level,Light Commercial Vehicles,5291,Petrol,759
Vehicle Level,Light Commercial Vehicles,5291,LPG/Dual fuel,16
Vehicle Level,Light Commercial Vehicles,5291,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5291,Total,3190
Vehicle Level,Light Commercial Vehicles,5301,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5301,Diesel,204
Vehicle Level,Light Commercial Vehicles,5301,Electric,0
Vehicle Level,Light Commercial Vehicles,5301,Petrol,51
Vehicle Level,Light Commercial Vehicles,5301,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5301,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5301,Total,255
Vehicle Level,Light Commercial Vehicles,5302,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5302,Diesel,257
Vehicle Level,Light Commercial Vehicles,5302,Electric,0
Vehicle Level,Light Commercial Vehicles,5302,Petrol,66
Vehicle Level,Light Commercial Vehicles,5302,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5302,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5302,Total,322
Vehicle Level,Light Commercial Vehicles,5303,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5303,Diesel,105
Vehicle Level,Light Commercial Vehicles,5303,Electric,0
Vehicle Level,Light Commercial Vehicles,5303,Petrol,16
Vehicle Level,Light Commercial Vehicles,5303,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5303,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5303,Total,120
Vehicle Level,Light Commercial Vehicles,5304,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5304,Diesel,255
Vehicle Level,Light Commercial Vehicles,5304,Electric,0
Vehicle Level,Light Commercial Vehicles,5304,Petrol,70
Vehicle Level,Light Commercial Vehicles,5304,LPG/Dual fuel,3
Vehicle Level,Light Commercial Vehicles,5304,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5304,Total,318
Vehicle Level,Light Commercial Vehicles,5306,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5306,Diesel,31
Vehicle Level,Light Commercial Vehicles,5306,Electric,0
Vehicle Level,Light Commercial Vehicles,5306,Petrol,8
Vehicle Level,Light Commercial Vehicles,5306,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5306,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5306,Total,39
Vehicle Level,Light Commercial Vehicles,5307,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5307,Diesel,163
Vehicle Level,Light Commercial Vehicles,5307,Electric,0
Vehicle Level,Light Commercial Vehicles,5307,Petrol,44
Vehicle Level,Light Commercial Vehicles,5307,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5307,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5307,Total,203
Vehicle Level,Light Commercial Vehicles,5308,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5308,Diesel,45
Vehicle Level,Light Commercial Vehicles,5308,Electric,0
Vehicle Level,Light Commercial Vehicles,5308,Petrol,11
Vehicle Level,Light Commercial Vehicles,5308,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5308,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5308,Total,59
Vehicle Level,Light Commercial Vehicles,5309,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5309,Diesel,48
Vehicle Level,Light Commercial Vehicles,5309,Electric,0
Vehicle Level,Light Commercial Vehicles,5309,Petrol,8
Vehicle Level,Light Commercial Vehicles,5309,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5309,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5309,Total,53
Vehicle Level,Light Commercial Vehicles,5310,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5310,Diesel,18
Vehicle Level,Light Commercial Vehicles,5310,Electric,0
Vehicle Level,Light Commercial Vehicles,5310,Petrol,7
Vehicle Level,Light Commercial Vehicles,5310,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5310,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5310,Total,27
Vehicle Level,Light Commercial Vehicles,5311,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5311,Diesel,130
Vehicle Level,Light Commercial Vehicles,5311,Electric,0
Vehicle Level,Light Commercial Vehicles,5311,Petrol,43
Vehicle Level,Light Commercial Vehicles,5311,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5311,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5311,Total,174
Vehicle Level,Light Commercial Vehicles,5320,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5320,Diesel,113
Vehicle Level,Light Commercial Vehicles,5320,Electric,0
Vehicle Level,Light Commercial Vehicles,5320,Petrol,90
Vehicle Level,Light Commercial Vehicles,5320,LPG/Dual fuel,3
Vehicle Level,Light Commercial Vehicles,5320,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5320,Total,211
Vehicle Level,Light Commercial Vehicles,5321,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5321,Diesel,81
Vehicle Level,Light Commercial Vehicles,5321,Electric,0
Vehicle Level,Light Commercial Vehicles,5321,Petrol,50
Vehicle Level,Light Commercial Vehicles,5321,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5321,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5321,Total,130
Vehicle Level,Light Commercial Vehicles,5322,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5322,Diesel,168
Vehicle Level,Light Commercial Vehicles,5322,Electric,0
Vehicle Level,Light Commercial Vehicles,5322,Petrol,67
Vehicle Level,Light Commercial Vehicles,5322,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5322,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5322,Total,230
Vehicle Level,Light Commercial Vehicles,5330,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5330,Diesel,652
Vehicle Level,Light Commercial Vehicles,5330,Electric,0
Vehicle Level,Light Commercial Vehicles,5330,Petrol,288
Vehicle Level,Light Commercial Vehicles,5330,LPG/Dual fuel,3
Vehicle Level,Light Commercial Vehicles,5330,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5330,Total,939
Vehicle Level,Light Commercial Vehicles,5331,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5331,Diesel,100
Vehicle Level,Light Commercial Vehicles,5331,Electric,0
Vehicle Level,Light Commercial Vehicles,5331,Petrol,37
Vehicle Level,Light Commercial Vehicles,5331,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5331,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5331,Total,140
Vehicle Level,Light Commercial Vehicles,5332,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5332,Diesel,99
Vehicle Level,Light Commercial Vehicles,5332,Electric,0
Vehicle Level,Light Commercial Vehicles,5332,Petrol,33
Vehicle Level,Light Commercial Vehicles,5332,LPG/Dual fuel,3
Vehicle Level,Light Commercial Vehicles,5332,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5332,Total,136
Vehicle Level,Light Commercial Vehicles,5333,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5333,Diesel,1107
Vehicle Level,Light Commercial Vehicles,5333,Electric,0
Vehicle Level,Light Commercial Vehicles,5333,Petrol,443
Vehicle Level,Light Commercial Vehicles,5333,LPG/Dual fuel,10
Vehicle Level,Light Commercial Vehicles,5333,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5333,Total,1564
Vehicle Level,Light Commercial Vehicles,5340,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5340,Diesel,281
Vehicle Level,Light Commercial Vehicles,5340,Electric,0
Vehicle Level,Light Commercial Vehicles,5340,Petrol,138
Vehicle Level,Light Commercial Vehicles,5340,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5340,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5340,Total,421
Vehicle Level,Light Commercial Vehicles,5341,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5341,Diesel,1273
Vehicle Level,Light Commercial Vehicles,5341,Electric,0
Vehicle Level,Light Commercial Vehicles,5341,Petrol,626
Vehicle Level,Light Commercial Vehicles,5341,LPG/Dual fuel,16
Vehicle Level,Light Commercial Vehicles,5341,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5341,Total,1914
Vehicle Level,Light Commercial Vehicles,5342,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5342,Diesel,195
Vehicle Level,Light Commercial Vehicles,5342,Electric,0
Vehicle Level,Light Commercial Vehicles,5342,Petrol,131
Vehicle Level,Light Commercial Vehicles,5342,LPG/Dual fuel,10
Vehicle Level,Light Commercial Vehicles,5342,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5342,Total,336
Vehicle Level,Light Commercial Vehicles,5343,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5343,Diesel,655
Vehicle Level,Light Commercial Vehicles,5343,Electric,0
Vehicle Level,Light Commercial Vehicles,5343,Petrol,292
Vehicle Level,Light Commercial Vehicles,5343,LPG/Dual fuel,6
Vehicle Level,Light Commercial Vehicles,5343,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5343,Total,958
Vehicle Level,Light Commercial Vehicles,5344,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5344,Diesel,167
Vehicle Level,Light Commercial Vehicles,5344,Electric,0
Vehicle Level,Light Commercial Vehicles,5344,Petrol,96
Vehicle Level,Light Commercial Vehicles,5344,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5344,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5344,Total,263
Vehicle Level,Light Commercial Vehicles,5345,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5345,Diesel,486
Vehicle Level,Light Commercial Vehicles,5345,Electric,0
Vehicle Level,Light Commercial Vehicles,5345,Petrol,232
Vehicle Level,Light Commercial Vehicles,5345,LPG/Dual fuel,13
Vehicle Level,Light Commercial Vehicles,5345,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5345,Total,726
Vehicle Level,Light Commercial Vehicles,5346,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5346,Diesel,69
Vehicle Level,Light Commercial Vehicles,5346,Electric,0
Vehicle Level,Light Commercial Vehicles,5346,Petrol,43
Vehicle Level,Light Commercial Vehicles,5346,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5346,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5346,Total,112
Vehicle Level,Light Commercial Vehicles,5350,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5350,Diesel,111
Vehicle Level,Light Commercial Vehicles,5350,Electric,0
Vehicle Level,Light Commercial Vehicles,5350,Petrol,53
Vehicle Level,Light Commercial Vehicles,5350,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5350,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5350,Total,165
Vehicle Level,Light Commercial Vehicles,5351,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5351,Diesel,891
Vehicle Level,Light Commercial Vehicles,5351,Electric,0
Vehicle Level,Light Commercial Vehicles,5351,Petrol,364
Vehicle Level,Light Commercial Vehicles,5351,LPG/Dual fuel,8
Vehicle Level,Light Commercial Vehicles,5351,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5351,Total,1266
Vehicle Level,Light Commercial Vehicles,5352,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5352,Diesel,697
Vehicle Level,Light Commercial Vehicles,5352,Electric,0
Vehicle Level,Light Commercial Vehicles,5352,Petrol,308
Vehicle Level,Light Commercial Vehicles,5352,LPG/Dual fuel,6
Vehicle Level,Light Commercial Vehicles,5352,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5352,Total,1014
Vehicle Level,Light Commercial Vehicles,5353,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5353,Diesel,666
Vehicle Level,Light Commercial Vehicles,5353,Electric,0
Vehicle Level,Light Commercial Vehicles,5353,Petrol,342
Vehicle Level,Light Commercial Vehicles,5353,LPG/Dual fuel,12
Vehicle Level,Light Commercial Vehicles,5353,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5353,Total,1014
Vehicle Level,Light Commercial Vehicles,5354,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5354,Diesel,88
Vehicle Level,Light Commercial Vehicles,5354,Electric,0
Vehicle Level,Light Commercial Vehicles,5354,Petrol,61
Vehicle Level,Light Commercial Vehicles,5354,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5354,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5354,Total,144
Vehicle Level,Light Commercial Vehicles,5355,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5355,Diesel,1237
Vehicle Level,Light Commercial Vehicles,5355,Electric,0
Vehicle Level,Light Commercial Vehicles,5355,Petrol,514
Vehicle Level,Light Commercial Vehicles,5355,LPG/Dual fuel,15
Vehicle Level,Light Commercial Vehicles,5355,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5355,Total,1770
Vehicle Level,Light Commercial Vehicles,5356,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5356,Diesel,178
Vehicle Level,Light Commercial Vehicles,5356,Electric,0
Vehicle Level,Light Commercial Vehicles,5356,Petrol,83
Vehicle Level,Light Commercial Vehicles,5356,LPG/Dual fuel,3
Vehicle Level,Light Commercial Vehicles,5356,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5356,Total,259
Vehicle Level,Light Commercial Vehicles,5357,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5357,Diesel,112
Vehicle Level,Light Commercial Vehicles,5357,Electric,0
Vehicle Level,Light Commercial Vehicles,5357,Petrol,61
Vehicle Level,Light Commercial Vehicles,5357,LPG/Dual fuel,3
Vehicle Level,Light Commercial Vehicles,5357,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5357,Total,176
Vehicle Level,Light Commercial Vehicles,5360,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5360,Diesel,186
Vehicle Level,Light Commercial Vehicles,5360,Electric,0
Vehicle Level,Light Commercial Vehicles,5360,Petrol,88
Vehicle Level,Light Commercial Vehicles,5360,LPG/Dual fuel,3
Vehicle Level,Light Commercial Vehicles,5360,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5360,Total,270
Vehicle Level,Light Commercial Vehicles,5361,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5361,Diesel,0
Vehicle Level,Light Commercial Vehicles,5361,Electric,0
Vehicle Level,Light Commercial Vehicles,5361,Petrol,0
Vehicle Level,Light Commercial Vehicles,5361,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5361,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5361,Total,0
Vehicle Level,Light Commercial Vehicles,5371,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5371,Diesel,313
Vehicle Level,Light Commercial Vehicles,5371,Electric,0
Vehicle Level,Light Commercial Vehicles,5371,Petrol,126
Vehicle Level,Light Commercial Vehicles,5371,LPG/Dual fuel,6
Vehicle Level,Light Commercial Vehicles,5371,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5371,Total,445
Vehicle Level,Light Commercial Vehicles,5372,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5372,Diesel,321
Vehicle Level,Light Commercial Vehicles,5372,Electric,0
Vehicle Level,Light Commercial Vehicles,5372,Petrol,148
Vehicle Level,Light Commercial Vehicles,5372,LPG/Dual fuel,3
Vehicle Level,Light Commercial Vehicles,5372,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5372,Total,469
Vehicle Level,Light Commercial Vehicles,5373,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5373,Diesel,539
Vehicle Level,Light Commercial Vehicles,5373,Electric,0
Vehicle Level,Light Commercial Vehicles,5373,Petrol,269
Vehicle Level,Light Commercial Vehicles,5373,LPG/Dual fuel,10
Vehicle Level,Light Commercial Vehicles,5373,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5373,Total,815
Vehicle Level,Light Commercial Vehicles,5374,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5374,Diesel,355
Vehicle Level,Light Commercial Vehicles,5374,Electric,0
Vehicle Level,Light Commercial Vehicles,5374,Petrol,187
Vehicle Level,Light Commercial Vehicles,5374,LPG/Dual fuel,6
Vehicle Level,Light Commercial Vehicles,5374,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5374,Total,548
Vehicle Level,Light Commercial Vehicles,5381,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5381,Diesel,99
Vehicle Level,Light Commercial Vehicles,5381,Electric,0
Vehicle Level,Light Commercial Vehicles,5381,Petrol,57
Vehicle Level,Light Commercial Vehicles,5381,LPG/Dual fuel,3
Vehicle Level,Light Commercial Vehicles,5381,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5381,Total,161
Vehicle Level,Light Commercial Vehicles,5400,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5400,Diesel,146
Vehicle Level,Light Commercial Vehicles,5400,Electric,0
Vehicle Level,Light Commercial Vehicles,5400,Petrol,70
Vehicle Level,Light Commercial Vehicles,5400,LPG/Dual fuel,3
Vehicle Level,Light Commercial Vehicles,5400,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5400,Total,220
Vehicle Level,Light Commercial Vehicles,5401,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5401,Diesel,141
Vehicle Level,Light Commercial Vehicles,5401,Electric,0
Vehicle Level,Light Commercial Vehicles,5401,Petrol,66
Vehicle Level,Light Commercial Vehicles,5401,LPG/Dual fuel,0
Vehicle Level,Light Commercial Vehicles,5401,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5401,Total,204
Vehicle Level,Light Commercial Vehicles,5410,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5410,Diesel,55
Vehicle Level,Light Commercial Vehicles,5410,Electric,0
Vehicle Level,Light Commercial Vehicles,5410,Petrol,21
Vehicle Level,Light Commercial Vehicles,5410,LPG/Dual fuel,3
Vehicle Level,Light Commercial Vehicles,5410,Other and unknown,0
Vehicle Level,Light Commercial Vehicles,5410,Total,85
Vehicle Level,Light Commercial Vehicles,5411,Not Applicable,0
Vehicle Level,Light Commercial Vehicles,5411,Diesel,82
